model_name,model_url,model_task,model_category
avoroshilov/q-Taxi-v3,https://huggingface.co/avoroshilov/q-Taxi-v3,reinforcement-learning,reinforcement-learning
lukee/Reinforce-CartPole-v1,https://huggingface.co/lukee/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
npit/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/npit/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
eicu/jessy-3500,https://huggingface.co/eicu/jessy-3500,text-to-image,multimodal
jrauch4/Reinforce-CartPole-v1,https://huggingface.co/jrauch4/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
TheTeamBuilder/ppo-Huggy,https://huggingface.co/TheTeamBuilder/ppo-Huggy,reinforcement-learning,reinforcement-learning
coreml/coreml-elldreths-dream-mix,https://huggingface.co/coreml/coreml-elldreths-dream-mix,text-to-image,multimodal
Closen/ppo-LunarLander-v2,https://huggingface.co/Closen/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Bunkerj/Reinforce-PixelCopter-v3,https://huggingface.co/Bunkerj/Reinforce-PixelCopter-v3,reinforcement-learning,reinforcement-learning
kelestemur/deep_rl,https://huggingface.co/kelestemur/deep_rl,reinforcement-learning,reinforcement-learning
paicup09/Reinforce-CartPole-v1,https://huggingface.co/paicup09/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
timondesch/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/timondesch/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
kelestemur/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/kelestemur/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Jbot/ppo-LunarLander-v2,https://huggingface.co/Jbot/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
kelestemur/q-Taxi-v3,https://huggingface.co/kelestemur/q-Taxi-v3,reinforcement-learning,reinforcement-learning
timondesch/taxi-v3-v1,https://huggingface.co/timondesch/taxi-v3-v1,reinforcement-learning,reinforcement-learning
armargolis/Reinforce-Pixelcopter-PLE-v0,https://huggingface.co/armargolis/Reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning
timondesch/taxi-v3-v2,https://huggingface.co/timondesch/taxi-v3-v2,reinforcement-learning,reinforcement-learning
timondesch/taxi-v3-v3,https://huggingface.co/timondesch/taxi-v3-v3,reinforcement-learning,reinforcement-learning
coreml/coreml-elldreths-og-4060-mix,https://huggingface.co/coreml/coreml-elldreths-og-4060-mix,text-to-image,multimodal
eicu/sks-arzu-1400,https://huggingface.co/eicu/sks-arzu-1400,text-to-image,multimodal
paicup09/Reinforce-PixelCopter-v1,https://huggingface.co/paicup09/Reinforce-PixelCopter-v1,reinforcement-learning,reinforcement-learning
Orokusaki/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Orokusaki/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
lost-without-cause/ppo-LunarLander-v2,https://huggingface.co/lost-without-cause/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Orokusaki/q-FrozenLake-v1-8x8-Slippery,https://huggingface.co/Orokusaki/q-FrozenLake-v1-8x8-Slippery,reinforcement-learning,reinforcement-learning
Orokusaki/q-FrozenLake-v1-8x8-Slippery-IAMSMART,https://huggingface.co/Orokusaki/q-FrozenLake-v1-8x8-Slippery-IAMSMART,reinforcement-learning,reinforcement-learning
davda54/norbert3-x-small,https://huggingface.co/davda54/norbert3-x-small,fill-mask,natural-language-processing
cleanrl/Qbert-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Qbert-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning
coreml/coreml-elldreths-stolendreams-mix,https://huggingface.co/coreml/coreml-elldreths-stolendreams-mix,text-to-image,multimodal
tftgregrge/mpid-hassanblend-v1-4-main-v2,https://huggingface.co/tftgregrge/mpid-hassanblend-v1-4-main-v2,text-to-image,multimodal
davda54/norbert3-small,https://huggingface.co/davda54/norbert3-small,fill-mask,natural-language-processing
jpopham91/ppo-Huggy,https://huggingface.co/jpopham91/ppo-Huggy,reinforcement-learning,reinforcement-learning
ShibaDeveloper/olivia-v1.0,https://huggingface.co/ShibaDeveloper/olivia-v1.0,text-to-image,multimodal
neatbullshit/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/neatbullshit/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
vitorhgomes/Reinforce-CartPole8-v1,https://huggingface.co/vitorhgomes/Reinforce-CartPole8-v1,reinforcement-learning,reinforcement-learning
vitorhgomes/Reinforce-Reinforce-CartPole8-v1,https://huggingface.co/vitorhgomes/Reinforce-Reinforce-CartPole8-v1,reinforcement-learning,reinforcement-learning
darthrevenge/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/darthrevenge/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
chrisbish99/sd-1-5-ortel2,https://huggingface.co/chrisbish99/sd-1-5-ortel2,text-to-image,multimodal
jkap/ppo-Huggy,https://huggingface.co/jkap/ppo-Huggy,reinforcement-learning,reinforcement-learning
DiegoD616/Reinforce-CartPole-v1,https://huggingface.co/DiegoD616/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
coreml/coreml-gta5-artwork-diffusion,https://huggingface.co/coreml/coreml-gta5-artwork-diffusion,text-to-image,multimodal
ItsJayQz/LotusBubbleArt_Diffusion,https://huggingface.co/ItsJayQz/LotusBubbleArt_Diffusion,text-to-image,multimodal
rmeireles/ppo-LunarLander-v2,https://huggingface.co/rmeireles/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
DiegoD616/Reinforce-Pixelcopter-PLE-v0,https://huggingface.co/DiegoD616/Reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning
Farbum/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Farbum/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Bill010602/dqn-SpaceInvadersNoFrameskip-v4_V4,https://huggingface.co/Bill010602/dqn-SpaceInvadersNoFrameskip-v4_V4,reinforcement-learning,reinforcement-learning
TheTeamBuilder/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/TheTeamBuilder/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
vitorhgomes/Reinforce-Pixelcopter-v1,https://huggingface.co/vitorhgomes/Reinforce-Pixelcopter-v1,reinforcement-learning,reinforcement-learning
TheTeamBuilder/TaxiQLearning,https://huggingface.co/TheTeamBuilder/TaxiQLearning,reinforcement-learning,reinforcement-learning
akgeni/pixelcopter-v2,https://huggingface.co/akgeni/pixelcopter-v2,reinforcement-learning,reinforcement-learning
cdefghijkl/luber,https://huggingface.co/cdefghijkl/luber,text-to-image,multimodal
cleanrl/Riverraid-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Riverraid-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning
vitorhgomes/Reinforce-Pixelcopter-v2,https://huggingface.co/vitorhgomes/Reinforce-Pixelcopter-v2,reinforcement-learning,reinforcement-learning
szamanian/sd-class-butterflies-64,https://huggingface.co/szamanian/sd-class-butterflies-64,unconditional-image-generation,computer-vision
dotunadegbite/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/dotunadegbite/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
vitorhgomes/Reinforce-Pixelcopter-v3,https://huggingface.co/vitorhgomes/Reinforce-Pixelcopter-v3,reinforcement-learning,reinforcement-learning
parinzee/ppo-LunarLander-v2-tuned,https://huggingface.co/parinzee/ppo-LunarLander-v2-tuned,reinforcement-learning,reinforcement-learning
carrtesy/cartpole-v1,https://huggingface.co/carrtesy/cartpole-v1,reinforcement-learning,reinforcement-learning
Pie31415/sd-class-butterflies-32,https://huggingface.co/Pie31415/sd-class-butterflies-32,unconditional-image-generation,computer-vision
leoleung93/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/leoleung93/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
AdiKompella/Reinforce-v1,https://huggingface.co/AdiKompella/Reinforce-v1,reinforcement-learning,reinforcement-learning
Nishant91/Reinforce-CartPole8,https://huggingface.co/Nishant91/Reinforce-CartPole8,reinforcement-learning,reinforcement-learning
bdiptesh99/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/bdiptesh99/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
bdiptesh99/rl-ql-Taxi-v3,https://huggingface.co/bdiptesh99/rl-ql-Taxi-v3,reinforcement-learning,reinforcement-learning
andite/loradump,https://huggingface.co/andite/loradump,text-to-image,multimodal
AdiKompella/Reinforce-PixelCopter,https://huggingface.co/AdiKompella/Reinforce-PixelCopter,reinforcement-learning,reinforcement-learning
Seven000926/kkk,https://huggingface.co/Seven000926/kkk,image-segmentation,computer-vision
Niraya666/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Niraya666/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Niraya666/q-Taxi-v3-0109,https://huggingface.co/Niraya666/q-Taxi-v3-0109,reinforcement-learning,reinforcement-learning
MrDivakaruni/Reinforce-pixelcopter_policy,https://huggingface.co/MrDivakaruni/Reinforce-pixelcopter_policy,reinforcement-learning,reinforcement-learning
Mizuiro-sakura/deberta-v2-base-japanese-finetuned-QA,https://huggingface.co/Mizuiro-sakura/deberta-v2-base-japanese-finetuned-QA,question-answering,natural-language-processing
brand25/ppo-LunarLander-v2,https://huggingface.co/brand25/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
LucianoDeben/Reinforce-Cartpole-v1,https://huggingface.co/LucianoDeben/Reinforce-Cartpole-v1,reinforcement-learning,reinforcement-learning
cleanrl/RoadRunner-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/RoadRunner-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning
Nishant91/Reinforce-PixelCopter,https://huggingface.co/Nishant91/Reinforce-PixelCopter,reinforcement-learning,reinforcement-learning
Cydo/Testomestopesto,https://huggingface.co/Cydo/Testomestopesto,text-generation,natural-language-processing
Closen/ppo-Huggy,https://huggingface.co/Closen/ppo-Huggy,reinforcement-learning,reinforcement-learning
vicfeuga/ppo-LunarLander-v2,https://huggingface.co/vicfeuga/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
habanoz/ppo-LunarLander-v2,https://huggingface.co/habanoz/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
akghxhs55/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/akghxhs55/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
Bill010602/Reinforce-01,https://huggingface.co/Bill010602/Reinforce-01,reinforcement-learning,reinforcement-learning
xavisgg/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/xavisgg/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Lucky1/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/Lucky1/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
Galahad3x/QAModelForPatho,https://huggingface.co/Galahad3x/QAModelForPatho,question-answering,natural-language-processing
toinsson/Reinforce-cartpole-0,https://huggingface.co/toinsson/Reinforce-cartpole-0,reinforcement-learning,reinforcement-learning
misza222/Reinforce-Pixelcopter,https://huggingface.co/misza222/Reinforce-Pixelcopter,reinforcement-learning,reinforcement-learning
xavisgg/Taxi-v3,https://huggingface.co/xavisgg/Taxi-v3,reinforcement-learning,reinforcement-learning
misza222/Reinforce-CartPole,https://huggingface.co/misza222/Reinforce-CartPole,reinforcement-learning,reinforcement-learning
Falah/ddfemale,https://huggingface.co/Falah/ddfemale,text-to-image,multimodal
frankwright14045/sd-1-5-bram,https://huggingface.co/frankwright14045/sd-1-5-bram,text-to-image,multimodal
habanoz/ppo-Huggy,https://huggingface.co/habanoz/ppo-Huggy,reinforcement-learning,reinforcement-learning
Passexam4sure/Saa-c03-dumps-2023,https://huggingface.co/Passexam4sure/Saa-c03-dumps-2023,text-generation,natural-language-processing
wxcvbnw/havrans,https://huggingface.co/wxcvbnw/havrans,text-to-image,multimodal
Bill010602/Reinforce-02-V3,https://huggingface.co/Bill010602/Reinforce-02-V3,reinforcement-learning,reinforcement-learning
sd-dreambooth-library/riffusion-dragonfriction-tequila,https://huggingface.co/sd-dreambooth-library/riffusion-dragonfriction-tequila,text-to-image,multimodal
brand25/ppo-Huggy,https://huggingface.co/brand25/ppo-Huggy,reinforcement-learning,reinforcement-learning
habanoz/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/habanoz/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Art-phys/ppo-LunarLander-620M-v2,https://huggingface.co/Art-phys/ppo-LunarLander-620M-v2,reinforcement-learning,reinforcement-learning
Ozziey/hme-poem-type-classifier,https://huggingface.co/Ozziey/hme-poem-type-classifier,feature-extraction,multimodal
lukee/Reinforce-Pixelcopter-PLE-v0,https://huggingface.co/lukee/Reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning
AxlDM124/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/AxlDM124/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
xianbao/dashdash-toy-heywhale,https://huggingface.co/xianbao/dashdash-toy-heywhale,text-to-image,multimodal
mikegarts/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/mikegarts/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Abdelrahman123/ppo-LunarLander-v2,https://huggingface.co/Abdelrahman123/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
anurag-bit/Avatar-gen-ai,https://huggingface.co/anurag-bit/Avatar-gen-ai,text-to-image,multimodal
mikegarts/q-Taxi-v3,https://huggingface.co/mikegarts/q-Taxi-v3,reinforcement-learning,reinforcement-learning
threite/Reinforce-Pixelcopter-PLE-v0_TESTUpload,https://huggingface.co/threite/Reinforce-Pixelcopter-PLE-v0_TESTUpload,reinforcement-learning,reinforcement-learning
habanoz/q-Taxi-v3,https://huggingface.co/habanoz/q-Taxi-v3,reinforcement-learning,reinforcement-learning
vonewman/ppo-LunarLander-v2,https://huggingface.co/vonewman/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
cleanrl/Robotank-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Robotank-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning
Ozziey/test-model,https://huggingface.co/Ozziey/test-model,tabular-classification,tabular
xianbao/dashdash-toy-heywhale-3,https://huggingface.co/xianbao/dashdash-toy-heywhale-3,text-to-image,multimodal
zbenmo/Reinforce-cartpole-v1,https://huggingface.co/zbenmo/Reinforce-cartpole-v1,reinforcement-learning,reinforcement-learning
VladDe/vlad-LunarLander-v2,https://huggingface.co/VladDe/vlad-LunarLander-v2,reinforcement-learning,reinforcement-learning
mdapri/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/mdapri/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
marianokamp/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/marianokamp/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
vicfeuga/ppo-Huggy,https://huggingface.co/vicfeuga/ppo-Huggy,reinforcement-learning,reinforcement-learning
toinsson/Reinforce-pixelcopter-0,https://huggingface.co/toinsson/Reinforce-pixelcopter-0,reinforcement-learning,reinforcement-learning
Closen/dqn-LunarLander-v2,https://huggingface.co/Closen/dqn-LunarLander-v2,reinforcement-learning,reinforcement-learning
Timmahw/SD2.1_Pokemon2DSugimori,https://huggingface.co/Timmahw/SD2.1_Pokemon2DSugimori,text-to-image,multimodal
pawelklimkowski/tylko-sd-dream,https://huggingface.co/pawelklimkowski/tylko-sd-dream,text-to-image,multimodal
marianokamp/q-taxi-v1,https://huggingface.co/marianokamp/q-taxi-v1,reinforcement-learning,reinforcement-learning
GauravDesai85/taxi-v3,https://huggingface.co/GauravDesai85/taxi-v3,reinforcement-learning,reinforcement-learning
ulysses115/pmvoice,https://huggingface.co/ulysses115/pmvoice,text-to-speech,audio
mayurmistry/evtoldar,https://huggingface.co/mayurmistry/evtoldar,text-to-image,multimodal
Darkhead/ppo-LunarLander-v2,https://huggingface.co/Darkhead/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
Neexa4One/ppo-LunarLander-v2,https://huggingface.co/Neexa4One/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
innocent-charles/nyakana,https://huggingface.co/innocent-charles/nyakana,text-to-image,multimodal
Skikepok/ppo-LunarLander-v2,https://huggingface.co/Skikepok/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
haor/Evt_V4-preview,https://huggingface.co/haor/Evt_V4-preview,text-to-image,multimodal
GrumpyPants/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/GrumpyPants/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
metkor/test,https://huggingface.co/metkor/test,text-to-speech,audio
GrumpyPants/q-Taxi-v3,https://huggingface.co/GrumpyPants/q-Taxi-v3,reinforcement-learning,reinforcement-learning
santit96/LunarLanderCourse,https://huggingface.co/santit96/LunarLanderCourse,reinforcement-learning,reinforcement-learning
Roberto/Reinforce-CartPole-v1-gradient,https://huggingface.co/Roberto/Reinforce-CartPole-v1-gradient,reinforcement-learning,reinforcement-learning
CreativeEvolution/Reinforce-CartPole-v1,https://huggingface.co/CreativeEvolution/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
jpopham91/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/jpopham91/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
jpopham91/q-Taxi-v3,https://huggingface.co/jpopham91/q-Taxi-v3,reinforcement-learning,reinforcement-learning
ADCC/ppo-LunarLander-v2,https://huggingface.co/ADCC/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
smitpatl/nona-is-my-muse,https://huggingface.co/smitpatl/nona-is-my-muse,text-to-image,multimodal
santit96/ppo-Huggy,https://huggingface.co/santit96/ppo-Huggy,reinforcement-learning,reinforcement-learning
dimi1357/ppo-Huggy,https://huggingface.co/dimi1357/ppo-Huggy,reinforcement-learning,reinforcement-learning
saikiranp/Reinforce-CartPole-v1,https://huggingface.co/saikiranp/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
