model_name,model_url,model_task,model_category,readme_path
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-25000-timesteps,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-25000-timesteps,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4-25000-timesteps_README.md
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-100000-timesteps,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-100000-timesteps,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4-100000-timesteps_README.md
cleanrl/PongNoFrameskip-v4-c51_atari-seed1,https://huggingface.co/cleanrl/PongNoFrameskip-v4-c51_atari-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_PongNoFrameskip-v4-c51_atari-seed1_README.md
cc97/sd-class-butterflies-32,https://huggingface.co/cc97/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/cc97_sd-class-butterflies-32_README.md
cleanrl/Berzerk-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Berzerk-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_Berzerk-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-300000-timesteps,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-300000-timesteps,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4-300000-timesteps_README.md
dreamlike-art/dreamlike-photoreal-2.0,https://huggingface.co/dreamlike-art/dreamlike-photoreal-2.0,text-to-image,multimodal,./model_cards/_noArch/dreamlike-art_dreamlike-photoreal-2.0_README.md
jz01/q-Taxi-v3,https://huggingface.co/jz01/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jz01_q-Taxi-v3_README.md
cheremushkin/ppo-CartPole-v1,https://huggingface.co/cheremushkin/ppo-CartPole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cheremushkin_ppo-CartPole-v1_README.md
shahukareem/ddpm-celebahq-finetuned-cats-5epochs,https://huggingface.co/shahukareem/ddpm-celebahq-finetuned-cats-5epochs,unconditional-image-generation,computer-vision,./model_cards/_noArch/shahukareem_ddpm-celebahq-finetuned-cats-5epochs_README.md
Dolphinfrank/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Dolphinfrank/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Dolphinfrank_q-FrozenLake-v1-4x4-noSlippery_README.md
Dolphinfrank/frank_texi,https://huggingface.co/Dolphinfrank/frank_texi,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Dolphinfrank_frank_texi_README.md
nqd132/ppo-LunarLander-v2,https://huggingface.co/nqd132/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/nqd132_ppo-LunarLander-v2_README.md
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-1000000-timesteps,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-1000000-timesteps,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4-1000000-timesteps_README.md
Dolphinfrank/frank_texi2,https://huggingface.co/Dolphinfrank/frank_texi2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Dolphinfrank_frank_texi2_README.md
vkoriukina/ddpm-celebahq-finetuned-butterflies-2epochs,https://huggingface.co/vkoriukina/ddpm-celebahq-finetuned-butterflies-2epochs,unconditional-image-generation,computer-vision,./model_cards/_noArch/vkoriukina_ddpm-celebahq-finetuned-butterflies-2epochs_README.md
wdkwdkwdk/chinese_jewelry_fintune,https://huggingface.co/wdkwdkwdk/chinese_jewelry_fintune,text-to-image,multimodal,./model_cards/_noArch/wdkwdkwdk_chinese_jewelry_fintune_README.md
rithviknishad/Kiri-Avatar,https://huggingface.co/rithviknishad/Kiri-Avatar,text-to-image,multimodal,./model_cards/_noArch/rithviknishad_Kiri-Avatar_README.md
fawwazanvilen/ppo-Huggy,https://huggingface.co/fawwazanvilen/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/fawwazanvilen_ppo-Huggy_README.md
rayedbw/PPO-LunarLander-v2,https://huggingface.co/rayedbw/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/rayedbw_PPO-LunarLander-v2_README.md
Norod78/sd21-fluentui-emoji,https://huggingface.co/Norod78/sd21-fluentui-emoji,text-to-image,multimodal,./model_cards/_noArch/Norod78_sd21-fluentui-emoji_README.md
wdcqc/starcraft-platform-terrain-32x32,https://huggingface.co/wdcqc/starcraft-platform-terrain-32x32,other,,./model_cards/_noArch/wdcqc_starcraft-platform-terrain-32x32_README.md
cleanrl/Bowling-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Bowling-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_Bowling-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
hasarinduperera/sinha-rock,https://huggingface.co/hasarinduperera/sinha-rock,text-to-image,multimodal,./model_cards/_noArch/hasarinduperera_sinha-rock_README.md
Antiraedus/Violet-Evergarden-Style,https://huggingface.co/Antiraedus/Violet-Evergarden-Style,text-to-image,multimodal,./model_cards/_noArch/Antiraedus_Violet-Evergarden-Style_README.md
Someman/food-momos,https://huggingface.co/Someman/food-momos,text-to-image,multimodal,./model_cards/_noArch/Someman_food-momos_README.md
wsxiaoys/sd-dreambooth-elysia,https://huggingface.co/wsxiaoys/sd-dreambooth-elysia,text-to-image,multimodal,./model_cards/_noArch/wsxiaoys_sd-dreambooth-elysia_README.md
ThomasSimonini/Finaltestcartpole,https://huggingface.co/ThomasSimonini/Finaltestcartpole,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_Finaltestcartpole_README.md
fawwazanvilen/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/fawwazanvilen/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/fawwazanvilen_q-FrozenLake-v1-4x4-noSlippery_README.md
fawwazanvilen/q-Taxi-v3,https://huggingface.co/fawwazanvilen/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/fawwazanvilen_q-Taxi-v3_README.md
mojoee/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/mojoee/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mojoee_q-FrozenLake-v1-4x4-noSlippery_README.md
mojoee/taxi-v3,https://huggingface.co/mojoee/taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mojoee_taxi-v3_README.md
cleanrl/BeamRiderNoFrameskip-v4-c51_atari-seed1,https://huggingface.co/cleanrl/BeamRiderNoFrameskip-v4-c51_atari-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BeamRiderNoFrameskip-v4-c51_atari-seed1_README.md
jamesup/ppo-Huggy,https://huggingface.co/jamesup/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jamesup_ppo-Huggy_README.md
osanseviero/reinforce-cartpole-slow,https://huggingface.co/osanseviero/reinforce-cartpole-slow,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/osanseviero_reinforce-cartpole-slow_README.md
osanseviero/reinforce-cartpole-slow2,https://huggingface.co/osanseviero/reinforce-cartpole-slow2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/osanseviero_reinforce-cartpole-slow2_README.md
arjoca/sd-class-butterflies-32,https://huggingface.co/arjoca/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/arjoca_sd-class-butterflies-32_README.md
PaulMest/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/PaulMest/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/PaulMest_q-FrozenLake-v1-4x4-noSlippery_README.md
PaulMest/Taxi-v3,https://huggingface.co/PaulMest/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/PaulMest_Taxi-v3_README.md
J3/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/J3/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/J3_dqn-SpaceInvadersNoFrameskip-v4_README.md
malamasn/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/malamasn/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/malamasn_q-FrozenLake-v1-4x4-noSlippery_README.md
malamasn/Taxi-v3-Q-learning,https://huggingface.co/malamasn/Taxi-v3-Q-learning,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/malamasn_Taxi-v3-Q-learning_README.md
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-2000000-timesteps,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4-2000000-timesteps,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4-2000000-timesteps_README.md
andge/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/andge/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/andge_dqn-SpaceInvadersNoFrameskip-v4_README.md
SweetLuna/Kenshi,https://huggingface.co/SweetLuna/Kenshi,text-to-image,multimodal,./model_cards/_noArch/SweetLuna_Kenshi_README.md
ThomasSimonini/CARTPOLE,https://huggingface.co/ThomasSimonini/CARTPOLE,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_CARTPOLE_README.md
Pablinsv/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Pablinsv/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Pablinsv_q-FrozenLake-v1-4x4-noSlippery_README.md
cleanrl/Boxing-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Boxing-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_Boxing-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
sivar/legoblocksstyle,https://huggingface.co/sivar/legoblocksstyle,text-to-image,multimodal,./model_cards/_noArch/sivar_legoblocksstyle_README.md
Pablinsv/q-Taxi-v3,https://huggingface.co/Pablinsv/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Pablinsv_q-Taxi-v3_README.md
mdapri/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/mdapri/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mdapri_q-FrozenLake-v1-4x4-noSlippery_README.md
erniechiew/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/erniechiew/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/erniechiew_dqn-SpaceInvadersNoFrameskip-v4_README.md
alvarodepablo96/ppo-LunarLander-v2,https://huggingface.co/alvarodepablo96/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/alvarodepablo96_ppo-LunarLander-v2_README.md
agcagc/ppo-LunarLander-v2-TEST,https://huggingface.co/agcagc/ppo-LunarLander-v2-TEST,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/agcagc_ppo-LunarLander-v2-TEST_README.md
Pablinsv/q-Taxi-v3-v2,https://huggingface.co/Pablinsv/q-Taxi-v3-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Pablinsv_q-Taxi-v3-v2_README.md
vtisza/ppo-LunarLander-v2,https://huggingface.co/vtisza/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/vtisza_ppo-LunarLander-v2_README.md
ThomasSimonini/Cartpolefinalfinaletest,https://huggingface.co/ThomasSimonini/Cartpolefinalfinaletest,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_Cartpolefinalfinaletest_README.md
Maxiew/ppo-LunarLander-v2,https://huggingface.co/Maxiew/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Maxiew_ppo-LunarLander-v2_README.md
Agog/LunarLander-v2,https://huggingface.co/Agog/LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Agog_LunarLander-v2_README.md
mmontecino/ppo-LunarLander-v2,https://huggingface.co/mmontecino/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mmontecino_ppo-LunarLander-v2_README.md
birdaz/aido,https://huggingface.co/birdaz/aido,text-to-image,multimodal,./model_cards/_noArch/birdaz_aido_README.md
alvarodepablo96/ppo-Huggy,https://huggingface.co/alvarodepablo96/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/alvarodepablo96_ppo-Huggy_README.md
bakebrain/bergraffi-berlin-graffiti,https://huggingface.co/bakebrain/bergraffi-berlin-graffiti,text-to-image,multimodal,./model_cards/_noArch/bakebrain_bergraffi-berlin-graffiti_README.md
Nnarruqt/Reinforce-Md,https://huggingface.co/Nnarruqt/Reinforce-Md,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Nnarruqt_Reinforce-Md_README.md
delizious/ppo-Huggy,https://huggingface.co/delizious/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/delizious_ppo-Huggy_README.md
MichalJ/ppo-Huggy,https://huggingface.co/MichalJ/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/MichalJ_ppo-Huggy_README.md
Victarry/ppo-LunarLander-v2-local-train,https://huggingface.co/Victarry/ppo-LunarLander-v2-local-train,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Victarry_ppo-LunarLander-v2-local-train_README.md
neuronaut/vasyalozhkin-style,https://huggingface.co/neuronaut/vasyalozhkin-style,text-to-image,multimodal,./model_cards/_noArch/neuronaut_vasyalozhkin-style_README.md
marianokamp/ppo-LunarLander-v2,https://huggingface.co/marianokamp/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/marianokamp_ppo-LunarLander-v2_README.md
delizious/q-Taxi-v3-first-try,https://huggingface.co/delizious/q-Taxi-v3-first-try,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/delizious_q-Taxi-v3-first-try_README.md
cyeet/reinforce-CartPole-v1,https://huggingface.co/cyeet/reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cyeet_reinforce-CartPole-v1_README.md
Someman/bird-danphe,https://huggingface.co/Someman/bird-danphe,text-to-image,multimodal,./model_cards/_noArch/Someman_bird-danphe_README.md
HeineKayn/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/HeineKayn/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/HeineKayn_dqn-SpaceInvadersNoFrameskip-v4_README.md
eicu/avatar-jsjessie-1400,https://huggingface.co/eicu/avatar-jsjessie-1400,text-to-image,multimodal,./model_cards/_noArch/eicu_avatar-jsjessie-1400_README.md
Harri/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/Harri/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Harri_dqn-SpaceInvadersNoFrameskip-v4_README.md
FnSK4R17s/ppo-Huggy,https://huggingface.co/FnSK4R17s/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/FnSK4R17s_ppo-Huggy_README.md
cyeet/reinforce-Pixelcopter-PLE-v0,https://huggingface.co/cyeet/reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cyeet_reinforce-Pixelcopter-PLE-v0_README.md
zach-lawless/ppo-LunarLander-v2,https://huggingface.co/zach-lawless/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/zach-lawless_ppo-LunarLander-v2_README.md
eicu/avatar-jsjessy-low-facetuned-650,https://huggingface.co/eicu/avatar-jsjessy-low-facetuned-650,text-to-image,multimodal,./model_cards/_noArch/eicu_avatar-jsjessy-low-facetuned-650_README.md
jnacey2/frozen_lake,https://huggingface.co/jnacey2/frozen_lake,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jnacey2_frozen_lake_README.md
jnacey2/rl_taxi,https://huggingface.co/jnacey2/rl_taxi,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jnacey2_rl_taxi_README.md
ashishlamsal/ppo-LunarLander-v2,https://huggingface.co/ashishlamsal/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ashishlamsal_ppo-LunarLander-v2_README.md
eicu/fastbooth-jsjessy,https://huggingface.co/eicu/fastbooth-jsjessy,text-to-image,multimodal,./model_cards/_noArch/eicu_fastbooth-jsjessy_README.md
hug-face-lampros/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/hug-face-lampros/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/hug-face-lampros_q-FrozenLake-v1-4x4-noSlippery_README.md
Arch4ngel/CartPole-v1,https://huggingface.co/Arch4ngel/CartPole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Arch4ngel_CartPole-v1_README.md
hug-face-lampros/taxi-v3-rl,https://huggingface.co/hug-face-lampros/taxi-v3-rl,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/hug-face-lampros_taxi-v3-rl_README.md
RajMoodley/Reinforce-Cartpole-v1,https://huggingface.co/RajMoodley/Reinforce-Cartpole-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/RajMoodley_Reinforce-Cartpole-v1_README.md
cleanrl/Breakout-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Breakout-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_Breakout-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
Unterwexi/cartpole500,https://huggingface.co/Unterwexi/cartpole500,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Unterwexi_cartpole500_README.md
eicu/fastbooth-jsjessy-800,https://huggingface.co/eicu/fastbooth-jsjessy-800,text-to-image,multimodal,./model_cards/_noArch/eicu_fastbooth-jsjessy-800_README.md
eBoreal/ScratIsDreaming-test-1,https://huggingface.co/eBoreal/ScratIsDreaming-test-1,text-to-image,multimodal,./model_cards/_noArch/eBoreal_ScratIsDreaming-test-1_README.md
Willvalley/bentley2023,https://huggingface.co/Willvalley/bentley2023,text-to-image,multimodal,./model_cards/_noArch/Willvalley_bentley2023_README.md
eicu/fastbooth-jsjessy-950,https://huggingface.co/eicu/fastbooth-jsjessy-950,text-to-image,multimodal,./model_cards/_noArch/eicu_fastbooth-jsjessy-950_README.md
jnacey2/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/jnacey2/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jnacey2_dqn-SpaceInvadersNoFrameskip-v4_README.md
suvsh/ppo-LunarLander-v2,https://huggingface.co/suvsh/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/suvsh_ppo-LunarLander-v2_README.md
eicu/fastbooth-jsjessy-1200,https://huggingface.co/eicu/fastbooth-jsjessy-1200,text-to-image,multimodal,./model_cards/_noArch/eicu_fastbooth-jsjessy-1200_README.md
eicu/fastbooth-jsjessy-1400,https://huggingface.co/eicu/fastbooth-jsjessy-1400,text-to-image,multimodal,./model_cards/_noArch/eicu_fastbooth-jsjessy-1400_README.md
Maxiew/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Maxiew/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Maxiew_q-FrozenLake-v1-4x4-noSlippery_README.md
Maxiew/q-Taxi-v3,https://huggingface.co/Maxiew/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Maxiew_q-Taxi-v3_README.md
